airline_sentiment,text
negative,@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!
negative,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???
positive,@JetBlue Then en route to the airport the rebooked ticket was refunded.
negative,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.
neutral,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB"
positive,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica
positive,"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines"
negative,@united 16 days for one flight and 8 for the other (roundtrip).
negative,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines."
negative,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down."
negative,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
negative,"@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?"
positive,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame"
negative,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
positive,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!"
negative,"@AmericanAir Yes, talked to them. FLL says is at central. Central says is at FLL and here we go again. I'm betting this will go 6 mths"
negative,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!
negative,@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours
negative,@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.
negative,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
positive,"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer"
negative,"@united crew has been notified, passenger moved but water not fixed. Now on tarmac two hours"
negative,@united Nope - still no one helped me.  Giving up on united. #badservice
negative,@AmericanAir LITERALLY just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW
negative,@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.
negative,"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them."
negative,"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped."
neutral,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx"
negative,@JetBlue As long as someone remembers to put it on plane right? That was a really lame excuse.Geez @JetBlue can do much better #coffeeneeded
neutral,@JetBlue that selfie was extreme.
negative,"@SouthwestAir y airline I fly with, but haven't seen anything like this yet!"
negative,@USAirways your flight attendants are all jerks 🐳
negative,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.
negative,"@AmericanAir has the worst flights and customer service, this is the second time I've been Cancelled Flighted. Gotta pay for hotel and find rides now."
negative,@united or how about next time my bag is underweight you guys credit me $200. Or how about I take my business to an airline that cares.
negative,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.
positive,@JetBlue @T5Sparrow Love it. They're cute
negative,@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.
negative,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?"
positive,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF
negative,.@united being delayed 3 hours for a one hour flight is more than frustrating. I'm also unable to get a decent meal at this hour.Never again
positive,@AmericanAir thanks
positive,@AmericanAir Great - thank you.
negative,@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed
negative,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly
neutral,@JetBlue that wasn't delayed or cabcelled
negative,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
positive,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
neutral,@SouthwestAir just announced non-stop flights to Dallas from Columbus. Well next time @iGotMonte best you'll have less time airport hopin 😂😂
positive,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
neutral,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK
neutral,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl
negative,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS
negative,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA."
negative,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...
negative,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer."
positive,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :)
neutral,"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks."
negative,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess
positive,@JetBlue my email is my twitter handle followed by gmail ☺👍👍
negative,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind."
negative,@AmericanAir at LAX and your service reps just hand out the 800 number to call. So that's not helpful.
negative,@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!
negative,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!"
negative,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh
negative,@AmericanAir ya but u weren't sitting on the plane.
negative,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly
negative,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
negative,@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations
negative,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.
negative,@SouthwestAir No thanks. After those 25+ minutes someone did eventually help us and took care of it.
negative,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?
neutral,@JetBlue I’m getting an “it depends” vibe. Fair enough!
negative,@USAirways $75 for that uncertainty? I know u run an account; u don't create policy. But it's an undue penalty for a job req'ing flexibility
positive,@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs
positive,@JetBlue you found my camera!  Thank you!  You rock!
positive,@united ok. I just submitted. Thanks for the opportunity to give feedback.
negative,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.
negative,@united no. I need you to have more than 2 agents at check in.
neutral,@AmericanAir can I get a free ticket to Hawaii for being fabulous
negative,@united Monday evening.
positive,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49
neutral,@SouthwestAir Flight 4315 (N231WN) taxis at @FlyTPA prior to flight to @Fly_Nashville http://t.co/IDRa8keNoH
negative,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever."
negative,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit
negative,@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.
neutral,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?
negative,@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.
neutral,"@USAirways announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic"
negative,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?
negative,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help
negative,@AmericanAir Close down
negative,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
negative,@AmericanAir 953 our  fligth Somthing to talk  about this?
positive,@united just sent - thank you!
negative,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?"
negative,@SouthwestAir I just sent it over
negative,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO
neutral,"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund"
neutral,@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.
negative,@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend
negative,@AmericanAir can you help me with a reservation? cant get through on the phone
negative,@SouthwestAir huge problem with someone whose ticket was Cancelled Flighted mid trip. Can you DM?
neutral,@JetBlue yer deals never seem to include NYC--&gt;PDX or NYC--&gt;PGH...wish they did!
negative,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
negative,@AmericanAir why does it feel like I'm being nickeled and dime to enjoy a flight with AA? I purchased a tkt but have to pay extra for a seat
neutral,@united yall should probably work on that.
negative,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did."
negative,"Brands: Stop this shit. No, stop. RT @JetBlue Our fleet's on fleek. http://t.co/sKEbqKtxvX"
positive,"@SouthwestAir flight 3970, bna-rdu had the most excellent crew today"
negative,@AmericanAir have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?
positive,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
negative,"@JetBlue You just don't get it.  It's not about the money, It's about PEOPLE!!!! How about a public apology from the president of Jet Blue."
positive,@USAirways over the phone. I called the 6170 number and she picked up almost immediately.
positive,@SouthwestAir It's all good. Thanks!
negative,"@AmericanAir sorry so Late Flight, responded to your DM."
negative,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?
negative,@AmericanAir get me outta here
neutral,@JetBlue There's a large family of birds inside T5. Are they fed? Are they there for a purpose?
neutral,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
neutral,@united I would like to know what's going on before his current flight lands.
negative,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
negative,@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.
neutral,@USAirways with chocoLate Flight please... i m melting http://t.co/jJdoSFYIBM
negative,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it
negative,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!"
positive,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU
negative,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA)
negative,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.
negative,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha
negative,@united you're terrible.
negative,"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying."
neutral,@AmericanAir No worries. Don't blame you for weather.
neutral,@united or frontier ... http://t.co/n8WiNFu6C5
negative,@SouthwestAir nothing express about your express bag drop at Phoenix Sky Harbor
negative,"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic"
negative,"@AmericanAir in line at SFO. Customer service is rude, disorganized, and congested. Very dissapointing."
negative,@USAirways it doesn't take 6 days to respond to an already open case!
neutral,"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”"
negative,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?
negative,"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles."
negative,"@SouthwestAir because according to the flight attendant my husband doesn't talk english, when the fact is that he understand and talks it"
positive,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉
positive,@JetBlue @L_Burley11 -- the best!!!
neutral,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open
positive,"@JetBlue Awesome, thanks! I'll give a call Late Flightr today. Appreciate the help!"
neutral,@SouthwestAir Looking forward to out Power of Inclusion event with very special guests! We will begin promptly at 11:30 a.m. #SWADiversity
negative,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
negative,@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.
negative,@united do you guys have any working planes?
negative,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS."
neutral,@JetBlue Ok and in Dominican Republic what numbers?
positive,@JetBlue just mine sadly.. But yea the fly fi is awesome
negative,@united #CustomerService #fail long time flyer switching airlines #frustrated
negative,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
neutral,@united lets do that can you email boarding pass?
negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
neutral,@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
negative,@united you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support
negative,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!
positive,"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee"
neutral,@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2
negative,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
negative,@SouthwestAir why are you literally the worst?
neutral,"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)"
neutral,@USAirways what's the charge for oversize? Not overweight
positive,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!"
negative,@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology
neutral,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep"
negative,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
negative,@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.
negative,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!"
neutral,"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!"
neutral,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf"
positive,@USAirways  that would be lovely! You have great people working in your organization.
negative,@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!
negative,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
negative,"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay."
negative,"@USAirways - I bet you don't, but I'm the paying customer here. I know how to check for flight delays, thank you."
negative,"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help"
negative,@SouthwestAir but when do I get my gin &amp; tonic !?!?
negative,@USAirways should give me free baggage for this mess
negative,@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???
neutral,@SouthwestAir When does the new schedule open that takes us past 10/31?
negative,"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well"""
negative,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
negative,@united still waiting for a reply
negative,@SouthwestAir Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201
neutral,@JetBlue Sent my suggestion and comments via the link provided..
negative,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
negative,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?"
positive,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh."
neutral,@SouthwestAir do you have any flights from NAS-BWI ton March 23?
negative,@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.
neutral,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5
neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
negative,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.
negative,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs..."
neutral,"@AmericanAir Ps, I was right."
negative,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day."
positive,@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.
negative,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
neutral,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw
negative,@AmericanAir do you have the phone number of a supervisor i can speak to regarding my travels today
negative,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!
positive,"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling."
positive,@SouthwestAir you're the best
negative,@USAirways Sitting in a cesspool of germs on the ground in #PHL for 2 hours now.
positive,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
negative,@AmericanAir what I am put off by is the fact that no gate supervisor has tried to come by and communicate with us.
positive,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv
positive,@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP
negative,@united where's my damn bag??
negative,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr
negative,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn
negative,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
neutral,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.
positive,@SouthwestAir yes please
positive,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!
negative,@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair
negative,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut
negative,"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days."
positive,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything
negative,@americanair 30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay
negative,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful
negative,@SouthwestAir breaking my heart at BWI 9 hrs @business
negative,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
positive,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue
negative,"@AmericanAir obviously we did see an agent-booked us for tomorrow morning. No hotel, no transportation. #pregnantwithtwins #stranded #angry"
neutral,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks
negative,@USAirways I was told there is no record of my refund.  Can someone please help me. This has been a long day
positive,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
negative,@USAirways i will be on this plane while on the ground longer than i will be in the air. US5235
neutral,@SouthwestAir are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?
positive,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!
positive,@united Club in Denver is dope 👌
negative,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?
negative,"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience"
negative,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
negative,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday
negative,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative,@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation
positive,"@united thanks, i made it."
negative,@AmericanAir Your customer service sucks! You rep should not be yelling at a caller regarding the weather in DFW.  Hope you go bankrupt!
neutral,"@united @scotthroth scott, need a good book suggestion?"
negative,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?
negative,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround
negative,@USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection
negative,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
negative,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !
negative,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.
positive,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
negative,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.
positive,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!
negative,@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK
negative,"@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time"
negative,@united it won't help...been there done that.
neutral,@SouthwestAir Thanks for reminding me about my upcoming trip to Florida but you really didn't need to... http://t.co/p6r5rt5Ow5
neutral,@AmericanAir Your logo looks like 3D glasses.
negative,@JetBlue someone should screen what you play on your flights. http://t.co/tNY9uIpha5
positive,@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️
neutral,"@united @SCVPools 
Please call me at 310-795-2210."
neutral,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv
negative,@united Just had the worst experience ever flying with you
negative,@AmericanAir Cancelled Flighting my flight today because of weather in Dallas without being charged?
neutral,@SouthwestAir to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq
negative,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm."
negative,@SouthwestAir it keeps saying that mobile boarding passes are unavailable despite having checked in and everything
negative,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.
positive,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me."
neutral,@JetBlue April 6th. Anything specific I should know for my first flight?
neutral,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
negative,@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883)
positive,@AmericanAir made it!  Thanks AA!
positive,@JetBlue @NinaDavuluri 😃cool
neutral,@JetBlue  Brazil to volunteer teaching english &amp; spanish to Poor children so they have a skills to improve their chances of a better life.
negative,@USAirways HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE
negative,@USAirways color me confused but why would i need to call and do this. Update your procedures and policies. You can see who is connecting
negative,"@SouthwestAir standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP"
negative,"@AmericanAir the communications seems to be an issue too, no?"
neutral,@united @perfectomobile Definately not an award for employer of the year #united13
negative,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.
neutral,@VirginAmerica can you please get me to the new york area before monday afternoon
positive,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
negative,@united allowing passengers on my flight to block exit of plane
positive,@SouthwestAir thanks for the follow up. So glad to get my bag back.
negative,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!"
positive,@SouthwestAir Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice.  #happy #customer
negative,@united and I was denied an upgrade because of catering issues??? #poorservice
negative,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming"
positive,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.
negative,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?
negative,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.
negative,@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415
neutral,@SouthwestAir is offering #CompanionPasses to Atlanta residing frequent fliers! http://t.co/mdN5ED58ze
negative,"@USAirways They don't stand alone for me, I bought tix based on USAir confirmed flight. What good is confirmation if you change it anyway?"
positive,"Thank you for your help, Shannon! Great customer service, @SouthwestAir."
neutral,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.
negative,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.
negative,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks"
negative,@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.
negative,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!
negative,@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn
negative,@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help
negative,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats"""
neutral,@united the person is currently bettween gates 71A and 73 in LAX
negative,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous
negative,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.
negative,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING"
negative,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again
